class,SPEED,HARD_DRIVE,RAM,SCREEN,CD,MULTI,FIRM,ADS,TREND
2749,33,340,4,15,0,0,0,283,26
2225,66,340,8,15,0,0,0,283,26
1999,33,340,8,14,1,0,0,283,26
1994,50,240,4,15,0,0,0,283,26
1994,33,214,4,14,1,0,0,283,26
2364,33,212,4,14,1,0,1,283,26
2795,33,528,16,14,0,0,0,283,26
1595,33,212,4,14,0,0,0,283,26
2590,25,528,16,14,0,0,0,283,26
2165,33,340,8,15,1,0,0,283,26
2495,66,426,8,14,0,0,0,283,26
2390,33,340,8,14,1,1,0,283,26
2090,25,426,8,15,0,0,0,283,26
2374,33,120,4,14,1,0,1,283,26
2244,33,214,4,14,0,0,0,283,26
2498,50,340,8,15,1,0,0,283,26
2329,33,340,8,17,0,0,0,283,26
2595,33,528,16,14,0,0,0,283,26
2290,66,214,4,15,0,0,0,283,26
2495,66,340,8,15,1,0,0,283,26
2190,50,214,4,14,0,0,0,283,26
2459,33,340,4,14,0,0,1,283,26
1395,25,107,4,14,0,0,0,283,26
2390,33,426,8,15,0,0,0,283,26
1599,25,120,4,14,0,0,1,283,26
2644,50,426,8,14,0,0,0,283,26
1695,25,214,4,14,0,0,0,283,26
2095,66,340,4,15,0,0,0,283,26
2144,66,107,2,14,0,0,0,283,26
2699,66,245,8,15,1,0,0,283,26
2595,33,340,8,17,0,0,0,283,26
1990,66,107,2,14,0,0,0,283,26
1499,25,120,4,14,0,0,0,283,26
1944,25,214,4,14,0,0,0,283,26
1999,66,170,4,14,1,1,0,283,26
2244,50,214,4,14,0,0,0,283,26
2294,33,426,8,14,1,0,0,283,26
3015,66,340,8,17,1,0,0,283,26
2699,66,245,8,15,1,0,0,283,26
2499,33,250,8,15,1,0,0,283,26
3144,66,528,16,14,0,0,0,283,26
1799,33,230,4,14,0,0,0,283,26
2290,66,214,4,14,0,0,0,283,26
1949,50,340,4,14,0,0,0,283,26
2395,50,340,4,17,0,0,0,283,26
1929,66,210,4,15,0,0,0,283,26
1799,33,120,4,14,0,0,1,283,26
3899,66,540,16,17,1,0,0,283,26
3334,66,528,16,15,0,0,0,283,26
2795,66,545,8,14,0,0,0,283,26
1469,33,170,4,14,0,0,0,283,26
2439,50,340,8,17,0,0,0,283,26
1644,25,107,2,14,0,0,0,283,26
2444,33,426,8,14,0,0,0,283,26
2249,33,230,4,15,0,0,0,283,26
3044,50,528,16,14,0,0,0,283,26
2494,33,426,8,14,1,0,0,283,26
1789,33,120,4,14,0,0,1,283,26
2990,50,528,16,15,0,0,0,283,26
1944,33,107,2,14,0,0,0,283,26
2090,33,214,4,14,0,0,0,283,26
3135,33,1370,8,14,0,0,0,283,26
1995,33,340,8,15,0,0,0,283,26
1790,25,214,4,15,0,0,0,283,26
3315,66,545,8,17,0,0,0,283,26
1790,25,214,4,14,0,0,0,283,26
1925,33,250,4,15,0,0,0,283,26
2705,66,545,8,15,0,0,0,283,26
3144,50,528,16,14,0,0,0,283,26
1890,50,107,2,15,0,0,0,283,26
2694,66,426,8,14,1,0,0,283,26
2044,33,170,4,15,1,1,0,283,26
1925,66,340,4,14,0,0,0,283,26
2559,66,340,8,17,0,0,0,283,26
1295,25,170,4,14,0,0,0,283,26
2590,25,528,16,15,0,0,0,283,26
2095,50,214,4,14,0,0,0,283,26
2104,33,120,4,14,1,0,1,283,26
2644,66,426,8,14,0,0,0,283,26
2644,25,528,16,14,0,0,0,283,26
1990,66,107,2,15,0,0,0,283,26
2149,66,340,4,14,0,0,0,283,26
2449,50,230,4,15,0,0,0,283,26
2294,50,214,4,14,1,0,0,283,26
1944,33,214,4,14,0,0,0,283,26
1544,25,170,4,15,0,0,0,283,26
1699,33,210,4,15,0,0,0,283,26
1995,33,340,8,14,0,0,0,283,26
3319,66,527,4,15,0,0,1,283,26
3244,66,528,16,14,0,0,0,283,26
2299,66,120,4,14,0,0,1,283,26
1590,33,107,2,15,0,0,0,283,26
2774,33,340,4,14,1,0,1,283,26
3589,66,527,8,15,0,0,1,283,26
2495,25,528,16,14,0,0,0,283,26
1809,50,210,4,15,0,0,0,283,26
1519,50,130,4,14,0,0,0,283,26
1299,25,170,4,14,0,0,0,283,26
1395,25,170,4,14,0,0,0,283,26
1785,33,340,4,15,0,0,0,283,26
2194,33,214,4,14,1,0,0,283,26
999,33,80,2,14,0,0,0,283,26
3065,33,545,8,17,0,0,0,283,26
1845,50,240,4,14,0,0,0,283,26
3044,33,528,16,14,0,0,0,283,26
2690,33,528,16,14,0,0,0,283,26
2099,33,120,4,14,0,0,1,283,26
1699,25,212,4,14,0,0,1,283,26
1964,25,120,4,14,1,0,1,283,26
3194,66,528,16,14,1,0,0,283,26
1490,25,107,2,15,0,0,0,283,26
2244,25,426,8,14,0,0,0,283,26
2059,33,120,4,14,0,0,1,283,26
3094,50,528,16,14,1,0,0,283,26
1795,50,107,2,14,0,0,0,283,26
2844,33,528,16,14,0,0,0,283,26
2994,33,528,16,14,1,0,0,283,26
2475,33,545,8,15,0,0,0,283,26
2049,33,212,4,14,0,0,1,283,26
3090,66,528,16,14,0,0,0,283,26
2744,33,528,16,14,0,0,0,283,26
2729,66,245,4,15,0,0,1,283,26
1944,50,107,2,14,0,0,0,283,26
2344,33,426,8,14,0,0,0,283,26
1685,33,340,4,14,0,0,0,283,26
1695,33,107,2,14,0,0,0,283,26
1495,33,107,2,14,0,0,0,283,26
2195,50,340,8,14,0,0,0,283,26
2195,66,214,4,14,0,0,0,283,26
2890,33,528,16,15,0,0,0,283,26
2199,50,230,8,15,0,0,0,283,26
2395,66,340,8,15,1,0,0,283,26
2295,50,340,8,15,1,0,0,283,26
1490,25,107,2,14,0,0,0,283,26
1895,33,170,4,14,1,1,0,283,26
1890,33,214,4,14,0,0,0,283,26
1795,33,214,4,14,0,0,0,283,26
1799,33,170,4,14,0,0,0,283,26
1899,50,340,4,14,0,0,0,283,26
2875,33,1370,4,15,0,0,0,283,26
2044,33,214,4,14,0,0,0,283,26
2394,66,214,4,14,1,0,0,283,26
2244,33,426,8,14,0,0,0,283,26
2094,66,107,2,14,1,0,0,283,26
2344,50,214,4,14,0,0,0,283,26
1895,66,107,2,14,0,0,0,283,26
2690,66,340,8,15,1,1,0,283,26
1895,25,170,4,17,0,0,0,283,26
1844,25,214,4,14,0,0,0,283,26
2799,66,340,16,15,1,0,0,283,26
1894,33,107,2,14,1,0,0,283,26
4999,66,525,8,17,1,0,0,283,26
1544,25,107,2,14,0,0,0,283,26
1690,25,170,4,14,1,1,0,283,26
3649,66,450,8,15,0,0,0,283,26
2545,33,545,8,14,0,0,0,283,26
1890,50,107,2,14,0,0,0,283,26
2834,66,426,8,15,0,0,0,283,26
2490,50,340,8,15,1,1,0,283,26
2044,66,107,2,14,0,0,0,283,26
2794,33,528,16,14,1,0,0,283,26
1279,33,130,4,14,0,0,0,283,26
2815,50,340,8,17,1,0,0,283,26
3595,66,340,16,17,1,0,0,283,26
2315,33,545,4,15,0,0,0,283,26
1449,25,120,4,14,0,0,1,283,26
1369,33,130,4,14,0,0,0,283,26
1479,50,130,4,14,0,0,0,283,26
2649,50,340,8,15,1,0,0,283,26
2095,33,250,4,15,1,0,0,283,26
1999,33,170,4,14,0,0,0,283,26
2390,33,426,8,14,0,0,0,283,26
1599,66,130,4,14,0,0,0,283,26
2595,66,340,4,17,0,0,0,283,26
1790,33,107,2,14,0,0,0,283,26
2190,50,340,4,14,1,1,0,283,26
1879,50,170,4,14,1,1,0,283,26
2194,25,426,8,14,1,0,0,283,26
1399,33,212,4,14,0,0,0,283,26
1995,66,340,4,14,0,0,0,283,26
2095,33,340,8,15,0,0,0,283,26
2674,33,245,8,14,1,0,1,283,26
2044,50,107,2,14,0,0,0,283,26
2995,66,528,16,14,0,0,0,283,26
1995,33,212,4,17,0,0,0,283,26
2390,66,340,4,14,1,1,0,283,26
1395,25,170,4,15,0,0,0,283,26
2995,66,424,16,15,1,0,0,283,26
2999,66,450,16,15,1,0,0,283,26
2944,33,528,16,14,0,0,0,283,26
3515,66,424,16,17,1,0,0,283,26
2690,33,528,16,15,0,0,0,283,26
1990,33,212,4,14,1,1,0,283,26
1994,50,107,2,14,1,0,0,283,26
2799,66,450,8,15,1,0,0,283,26
2990,50,528,16,14,0,0,0,283,26
2359,33,245,8,14,0,0,1,283,26
2345,66,250,4,15,1,0,0,283,26
2175,66,250,4,15,0,0,0,283,26
2544,50,426,8,14,0,0,0,283,26
1899,33,120,4,14,0,0,1,283,26
2490,50,426,8,15,0,0,0,283,26
3190,66,424,16,15,1,1,0,283,26
1590,33,107,2,14,0,0,0,283,26
2565,66,545,4,15,0,0,0,283,26
2895,50,528,16,14,0,0,0,283,26
3198,66,450,16,15,1,0,0,283,26
3199,66,340,16,15,1,0,0,283,26
2024,25,120,4,14,1,0,1,283,26
1789,33,250,4,14,0,0,0,283,26
2145,33,340,8,15,0,0,0,283,26
1854,25,120,4,14,1,0,1,283,26
1790,33,107,2,15,0,0,0,283,26
2415,33,340,8,17,0,0,0,283,26
3249,66,450,4,15,0,0,0,283,26
1895,50,340,4,15,0,0,0,283,26
2590,66,426,8,14,0,0,0,283,26
2190,33,426,8,15,0,0,0,283,26
2795,66,340,8,17,0,0,0,283,26
2890,33,528,16,14,0,0,0,283,26
2490,50,426,8,14,0,0,0,283,26
2144,33,214,4,14,0,0,0,283,26
1539,25,212,4,14,0,0,0,283,26
2694,25,528,16,14,1,0,0,283,26
2699,33,240,4,14,0,0,1,283,26
2594,50,426,8,14,1,0,0,283,26
3044,66,245,4,15,1,0,1,283,26
1579,50,170,4,14,0,0,0,283,26
2999,66,424,8,15,1,0,0,283,26
1695,33,212,4,15,0,0,0,283,26
1890,33,214,4,15,0,0,0,283,26
2444,66,214,4,14,0,0,0,283,26
1795,50,340,4,14,0,0,0,283,26
1744,33,107,2,14,0,0,0,283,26
1449,25,212,4,14,0,0,0,283,26
3125,66,1370,4,15,0,0,0,283,26
1495,33,212,4,15,0,0,0,283,26
3090,66,528,16,15,0,0,0,283,26
1499,33,212,4,14,0,0,0,283,26
2995,66,340,16,15,1,0,0,259,25
3199,66,340,16,15,1,0,0,259,25
3334,66,528,16,15,0,0,0,259,25
3595,66,452,8,14,0,0,0,259,25
1899,33,120,4,14,0,0,1,259,25
2090,33,214,4,15,0,0,0,259,25
3244,66,528,16,14,0,0,0,259,25
1644,25,107,2,14,0,0,0,259,25
3044,33,528,16,14,0,0,0,259,25
1295,25,212,4,14,0,0,0,259,25
1798,25,120,4,14,0,0,1,259,25
1690,25,212,4,14,1,1,0,259,25
3708,66,527,8,15,0,0,1,259,25
2495,66,424,8,15,1,0,0,259,25
2790,50,426,8,14,1,1,0,259,25
1890,33,214,4,15,0,0,0,259,25
1795,33,214,8,14,0,0,0,259,25
3395,33,452,8,14,0,0,0,259,25
2095,33,212,4,17,0,0,0,259,25
2890,33,528,16,15,0,0,0,259,25
2344,50,214,4,14,0,0,0,259,25
2390,25,426,8,14,1,1,0,259,25
1964,25,120,4,14,1,0,1,259,25
3015,66,424,8,17,1,0,0,259,25
2190,50,107,2,14,1,1,0,259,25
3515,66,424,16,17,1,0,0,259,25
1899,25,120,4,14,0,0,1,259,25
2690,33,528,16,15,0,0,0,259,25
2490,50,426,8,15,0,0,0,259,25
3544,66,340,16,17,1,0,0,259,25
1925,66,340,4,15,0,0,0,259,25
2545,66,340,8,17,0,0,0,259,25
2995,66,528,8,15,0,0,0,259,25
2125,66,340,8,15,0,0,0,259,25
2395,50,426,8,14,0,0,0,259,25
1825,66,340,4,14,0,0,0,259,25
2390,33,214,4,14,1,1,0,259,25
2244,50,214,4,14,0,0,0,259,25
2475,33,340,8,17,0,0,0,259,25
2699,66,245,8,15,1,0,0,259,25
2144,25,426,8,14,0,0,0,259,25
2644,50,426,8,14,0,0,0,259,25
2799,50,230,8,15,1,1,0,259,25
2099,33,120,4,14,0,0,1,259,25
1995,33,424,8,14,0,0,0,259,25
2705,66,340,8,17,0,0,0,259,25
2799,66,450,8,15,1,0,0,259,25
3205,66,1370,8,14,0,0,0,259,25
3899,66,527,16,17,1,0,0,259,25
2729,66,245,4,15,0,0,1,259,25
2444,66,214,4,14,0,0,0,259,25
2395,50,424,4,17,0,0,0,259,25
2095,33,212,4,17,0,0,0,259,25
2995,66,424,16,15,1,0,0,259,25
2329,33,340,8,17,0,0,0,259,25
2390,33,424,8,14,1,1,0,259,25
1649,25,120,4,14,0,0,1,259,25
2290,66,107,2,14,1,1,0,259,25
1828,25,120,4,14,0,0,1,259,25
2395,66,340,8,15,0,0,0,259,25
2944,33,528,16,14,0,0,0,259,25
1890,33,212,4,14,1,1,0,259,25
2605,66,545,8,15,0,0,0,259,25
2095,33,426,8,14,0,0,0,259,25
2024,25,120,4,14,1,0,1,259,25
3090,66,528,16,15,0,0,0,259,25
2590,66,426,8,15,0,0,0,259,25
1790,33,107,2,15,0,0,0,259,25
3714,66,527,4,15,1,0,1,259,25
2499,66,424,8,15,0,0,0,259,25
3144,66,528,16,14,0,0,0,259,25
2899,50,240,4,14,0,0,1,259,25
2390,66,424,4,14,1,1,0,259,25
2375,33,545,8,15,0,0,0,259,25
1945,33,340,4,15,0,0,0,259,25
2090,25,214,4,14,1,1,0,259,25
2168,33,212,4,14,0,0,1,259,25
2890,66,426,8,14,1,1,0,259,25
2595,33,424,8,17,0,0,0,259,25
3198,66,450,16,15,1,0,0,259,25
2890,25,528,16,14,1,1,0,259,25
1744,33,107,2,14,0,0,0,259,25
2685,66,545,8,14,0,0,0,259,25
2044,66,107,2,14,0,0,0,259,25
1999,50,245,4,15,1,1,0,259,25
2095,50,214,4,14,0,0,0,259,25
2285,66,340,8,15,0,0,0,259,25
2364,33,212,4,14,1,0,1,259,25
1844,25,214,4,14,0,0,0,259,25
1349,33,212,4,14,0,0,0,259,25
3044,50,528,16,14,0,0,0,259,25
2149,66,245,4,15,1,1,0,259,25
1890,33,107,2,14,1,1,0,259,25
1818,25,212,4,14,0,0,1,259,25
2999,66,340,8,15,1,1,0,259,25
1990,66,107,2,15,0,0,0,259,25
2990,50,528,16,15,0,0,0,259,25
1529,33,245,4,14,0,0,0,259,25
2144,33,214,4,14,0,0,0,259,25
1799,33,120,4,14,0,0,1,259,25
1799,33,230,4,14,0,0,0,259,25
2439,50,340,8,17,0,0,0,259,25
2055,33,340,8,15,0,0,0,259,25
1695,25,214,4,14,0,0,0,259,25
1644,33,107,2,14,0,0,0,259,25
2065,33,340,8,15,1,0,0,259,25
2295,50,424,8,15,1,0,0,259,25
2490,33,426,8,14,1,1,0,259,25
3144,50,528,16,14,0,0,0,259,25
2844,33,528,16,14,0,0,0,259,25
1944,33,107,2,14,0,0,0,259,25
1899,66,245,4,15,0,0,0,259,25
2185,25,528,8,14,0,0,0,259,25
1795,33,214,4,14,0,0,0,259,25
1844,33,107,2,14,0,0,0,259,25
2190,50,214,4,15,0,0,0,259,25
2595,33,528,16,14,0,0,0,259,25
1595,33,340,4,14,0,0,0,259,25
1495,33,107,4,14,0,0,0,259,25
1795,50,424,4,14,0,0,0,259,25
2374,33,120,4,14,1,0,1,259,25
2498,50,320,8,15,1,0,0,259,25
2175,66,340,4,15,0,0,0,259,25
1908,33,120,4,14,0,0,1,259,25
1999,33,340,8,14,1,0,0,259,25
1599,25,120,4,14,0,0,1,259,25
2090,25,426,8,15,0,0,0,259,25
1670,25,212,4,14,1,1,0,259,25
2478,33,245,8,14,0,0,1,259,25
2590,66,214,4,14,1,1,0,259,25
1749,50,245,4,15,0,0,0,259,25
1995,33,214,4,14,0,0,0,259,25
1929,33,245,4,15,1,1,0,259,25
3390,66,528,16,14,1,1,0,259,25
2044,50,107,2,14,0,0,0,259,25
3290,50,528,16,14,1,1,0,259,25
2175,33,425,8,15,0,0,0,259,25
1449,25,120,4,14,0,0,1,259,25
2795,33,528,16,14,0,0,0,259,25
1795,50,107,2,14,0,0,0,259,25
2359,33,245,8,14,0,0,1,259,25
2049,33,212,4,14,0,0,1,259,25
2895,50,528,16,14,0,0,0,259,25
2608,33,340,4,14,0,0,1,259,25
1944,25,214,4,14,0,0,0,259,25
2495,66,426,8,14,0,0,0,259,25
2405,66,425,8,15,0,0,0,259,25
2104,33,120,4,14,1,0,1,259,25
2190,33,214,4,14,1,1,0,259,25
2195,66,214,4,14,0,0,0,259,25
3589,66,527,8,15,0,0,1,259,25
2344,66,214,4,14,0,0,0,259,25
1695,33,340,4,15,0,0,0,259,25
1890,33,212,4,14,1,1,0,259,25
1854,25,120,4,14,1,0,1,259,25
2299,66,120,4,14,0,0,1,259,25
3044,66,245,4,15,1,0,1,259,25
2944,66,340,8,17,0,0,0,259,25
2145,33,340,4,15,1,0,0,259,25
1944,50,107,2,14,0,0,0,259,25
2144,66,107,2,14,0,0,0,259,25
1395,25,107,4,14,0,0,0,259,25
2244,33,214,4,14,0,0,0,259,25
2744,33,528,16,14,0,0,0,259,25
2674,33,245,8,14,1,0,1,259,25
1495,33,107,2,14,0,0,0,259,25
3205,66,545,8,17,0,0,0,259,25
2390,33,426,8,15,0,0,0,259,25
1395,25,107,2,14,0,0,0,259,25
2815,50,424,8,17,1,0,0,259,25
1599,50,245,4,14,0,0,0,259,25
2190,50,424,4,14,1,1,0,259,25
3678,66,527,8,15,0,0,1,259,25
1695,33,107,2,14,0,0,0,259,25
1895,25,212,4,17,0,0,0,259,25
1275,25,212,4,14,0,0,0,259,25
3399,66,527,4,15,0,0,1,259,25
1789,33,120,4,14,0,0,1,259,25
2699,33,240,4,14,0,0,1,259,25
2544,33,426,8,14,0,0,0,259,25
2744,66,426,8,14,0,0,0,259,25
1790,25,214,4,15,0,0,0,259,25
1490,25,107,2,15,0,0,0,259,25
2315,33,340,8,17,0,0,0,259,25
2285,33,528,8,14,0,0,0,259,25
3904,66,527,8,15,1,0,1,259,25
1699,25,212,4,14,0,0,1,259,25
1695,25,214,8,14,0,0,0,259,25
2138,33,212,4,14,0,0,1,259,25
1895,66,107,2,14,0,0,0,259,25
2490,50,214,4,14,1,1,0,259,25
1995,66,424,4,14,0,0,0,259,25
2644,25,528,16,14,0,0,0,259,25
1699,33,245,4,15,0,0,0,259,25
1544,25,107,2,14,0,0,0,259,25
2744,50,340,8,17,0,0,0,259,25
2495,25,528,16,14,0,0,0,259,25
1995,25,426,8,14,0,0,0,259,25
1539,25,120,4,14,0,0,1,259,25
1878,33,120,4,14,0,0,1,259,25
2090,33,107,2,14,1,1,0,259,25
1299,25,120,4,14,1,0,0,259,25
2044,33,214,4,14,0,0,0,259,25
5399,66,1200,32,17,1,0,0,259,25
1395,25,107,4,14,0,0,0,259,25
3365,66,450,16,15,1,1,0,259,25
1395,25,240,4,14,0,0,0,259,25
2014,25,212,4,14,1,0,1,259,25
2590,25,528,16,15,0,0,0,259,25
2295,66,340,8,15,1,0,0,259,25
1788,25,212,4,14,0,0,1,259,25
2975,33,545,8,17,0,0,0,259,25
3495,50,452,8,14,0,0,0,259,25
2578,33,340,4,14,0,0,1,259,25
1494,25,240,4,15,0,0,0,259,25
2999,66,450,16,15,1,0,0,259,25
2190,33,426,8,15,0,0,0,259,25
1590,33,107,2,15,0,0,0,259,25
2690,33,426,8,14,1,1,0,259,25
2489,33,340,4,14,0,0,1,259,25
2544,50,426,8,14,0,0,0,259,25
2848,66,245,4,15,0,0,1,259,25
2799,66,340,16,15,1,0,0,259,25
2059,33,120,4,14,0,0,1,259,25
1749,33,212,4,14,1,1,0,259,25
1495,33,212,4,14,0,0,0,259,25
2744,25,528,16,14,0,0,0,259,25
2699,66,245,8,15,1,0,0,259,25
1749,66,245,4,14,0,0,0,259,25
2818,66,245,4,15,0,0,1,259,25
1495,33,212,4,14,0,0,0,259,25
1790,25,107,2,14,1,1,0,259,25
1944,33,214,4,14,0,0,0,259,25
2344,33,426,8,14,0,0,0,259,25
1890,50,107,2,15,0,0,0,259,25
2644,66,426,8,14,0,0,0,259,25
1709,25,120,4,14,0,0,1,259,25
2244,25,426,8,14,0,0,0,259,25
2804,33,340,4,14,1,0,1,259,25
1795,50,340,4,14,0,0,0,259,25
2244,33,426,8,14,0,0,0,259,25
2995,66,528,16,14,0,0,0,259,25
2585,50,528,8,14,0,0,0,259,25
2595,66,424,4,17,0,0,0,259,25
2559,66,340,8,17,0,0,0,259,25
2375,66,340,4,15,1,0,0,259,25
2290,66,214,4,15,0,0,0,259,25
1895,33,340,8,15,0,0,0,259,25
2195,50,340,8,15,0,0,0,259,25
2295,33,426,8,14,0,0,0,259,25
2990,33,528,16,14,1,1,0,259,25
2455,33,545,8,14,0,0,0,259,25
1894,50,340,4,15,0,0,0,259,25
2448,33,245,8,14,0,0,1,259,25
2975,33,1370,8,14,0,0,0,259,25
2485,33,528,8,14,0,0,0,259,25
2685,66,528,8,14,0,0,0,259,25
3190,33,528,16,14,1,1,0,259,25
2444,33,426,8,14,0,0,0,259,25
2069,33,340,4,14,0,0,1,275,24
1709,25,170,4,14,0,0,1,275,24
1994,33,120,4,14,1,0,1,275,24
3090,66,528,16,15,0,0,0,275,24
1425,25,120,4,14,0,0,1,275,24
2995,66,528,16,14,0,0,0,275,24
1804,25,120,4,14,1,0,1,275,24
3015,66,424,8,17,1,0,0,275,24
1574,25,212,4,14,1,1,0,275,24
1535,33,340,4,14,0,0,0,275,24
1914,25,212,4,14,1,0,1,275,24
2214,25,120,4,14,1,0,1,275,24
2299,66,120,4,14,0,0,1,275,24
1999,33,250,4,14,1,1,0,275,24
3795,33,1000,16,14,1,0,0,275,24
1895,33,340,8,14,1,0,0,275,24
1795,50,424,4,14,0,0,0,275,24
1794,33,212,4,14,1,1,0,275,24
3899,66,527,16,17,1,0,0,275,24
1299,25,212,4,14,0,0,0,275,24
3144,66,528,16,14,0,0,0,275,24
1595,33,107,2,14,0,0,0,275,24
2890,66,426,8,14,1,1,0,275,24
2199,50,340,8,15,0,0,0,275,24
2449,25,245,4,14,1,0,1,275,24
3127,66,424,16,15,1,1,0,275,24
2995,66,528,8,15,0,0,0,275,24
2943,33,340,8,14,0,0,1,275,24
3190,50,528,16,14,1,1,0,275,24
2444,33,426,8,14,0,0,0,275,24
1995,33,424,8,14,0,0,0,275,24
1844,50,107,2,14,0,0,0,275,24
1494,33,240,4,15,0,0,0,275,24
2544,50,426,8,14,0,0,0,275,24
2290,66,214,4,15,0,0,0,275,24
1349,33,212,4,14,0,0,0,275,24
2095,33,426,8,14,0,0,0,275,24
2743,33,340,4,14,0,0,1,275,24
2135,33,540,8,15,0,0,0,275,24
2999,66,450,16,15,1,0,0,275,24
2495,25,528,16,14,0,0,0,275,24
1489,25,120,4,14,0,0,1,275,24
2644,66,426,8,14,0,0,0,275,24
2374,33,212,4,14,1,0,1,275,24
1590,33,107,2,15,0,0,0,275,24
1944,25,214,4,14,0,0,0,275,24
2654,33,340,4,14,0,0,1,275,24
1999,33,230,8,15,0,0,0,275,24
1990,33,214,4,15,0,0,0,275,24
5399,66,1200,32,17,1,0,0,275,24
2244,33,426,8,14,0,0,0,275,24
2134,25,245,4,14,0,0,1,275,24
1995,66,340,8,15,0,0,0,275,24
1499,33,170,4,14,0,0,0,275,24
2944,50,528,16,14,0,0,0,275,24
2785,33,1060,8,14,0,0,0,275,24
2854,33,340,8,14,0,0,1,275,24
2344,33,426,8,14,0,0,0,275,24
2320,33,528,8,14,0,0,0,275,24
3099,66,450,16,15,1,0,0,275,24
1644,33,107,2,14,0,0,0,275,24
2090,50,214,4,15,0,0,0,275,24
2744,25,528,16,14,0,0,0,275,24
3334,66,528,16,15,0,0,0,275,24
2844,33,528,16,14,0,0,0,275,24
2024,25,170,4,14,1,0,1,275,24
1799,25,424,4,14,1,1,0,275,24
2099,66,245,4,15,1,1,0,275,24
1890,33,214,4,15,0,0,0,275,24
1520,33,424,4,14,0,0,0,275,24
2290,33,214,4,14,1,1,0,275,24
2290,33,426,8,15,0,0,0,275,24
2969,33,340,4,14,1,0,1,275,24
2195,66,214,4,14,0,0,0,275,24
2944,66,340,8,17,0,0,0,275,24
2244,25,426,8,14,0,0,0,275,24
2190,33,214,4,14,1,1,0,275,24
1995,66,424,4,14,0,0,0,275,24
2490,33,426,8,14,1,1,0,275,24
2944,33,528,16,14,0,0,0,275,24
2185,33,340,8,17,0,0,0,275,24
1899,33,245,4,15,1,1,0,275,24
1790,25,107,2,14,1,1,0,275,24
1895,33,340,8,15,0,0,0,275,24
2444,66,214,4,14,0,0,0,275,24
2627,66,424,8,15,1,1,0,275,24
2995,66,340,16,15,1,0,0,275,24
2179,33,340,4,14,0,0,1,275,24
2444,50,426,8,14,0,0,0,275,24
3544,66,340,16,17,1,0,0,275,24
1649,33,245,4,15,0,0,0,275,24
1499,25,120,4,14,0,0,1,275,24
1798,25,170,4,14,0,0,1,275,24
2223,25,245,4,14,0,0,1,275,24
2999,66,340,8,15,1,1,0,275,24
3169,33,340,8,14,1,0,1,275,24
1999,33,340,8,14,1,0,0,275,24
1949,50,245,4,15,1,1,0,275,24
2059,33,212,4,14,0,0,1,275,24
2595,33,528,16,14,0,0,0,275,24
1275,25,212,4,14,0,0,0,275,24
3995,66,1000,16,14,1,0,0,275,24
2595,66,424,4,17,0,0,0,275,24
1695,25,214,4,14,0,0,0,275,24
2785,33,540,8,17,0,0,0,275,24
2295,50,426,8,14,0,0,0,275,24
1569,50,245,4,14,0,0,0,275,24
2559,66,340,8,17,0,0,0,275,24
2495,66,424,8,15,1,0,0,275,24
2268,33,340,4,14,0,0,1,275,24
1495,33,212,4,14,0,0,0,275,24
2895,66,520,8,14,0,0,0,275,24
2595,33,424,8,17,0,0,0,275,24
2349,66,340,4,14,1,1,0,275,24
2795,66,340,8,15,0,0,0,275,24
1988,25,120,4,14,0,0,1,275,24
1490,25,107,2,15,0,0,0,275,24
2320,33,424,4,17,0,0,0,275,24
1495,33,212,4,14,0,0,0,275,24
2390,50,426,8,15,0,0,0,275,24
1295,33,212,4,14,0,0,0,275,24
2144,25,426,8,14,0,0,0,275,24
1944,33,214,4,14,0,0,0,275,24
2495,66,540,8,14,0,0,0,275,24
2329,33,340,8,17,0,0,0,275,24
1995,25,426,8,14,0,0,0,275,24
1544,25,107,2,14,0,0,0,275,24
1790,50,107,2,15,0,0,0,275,24
1594,33,212,4,14,1,1,0,275,24
2344,33,426,8,14,0,0,0,275,24
1795,33,340,8,15,0,0,0,275,24
2985,66,540,8,17,0,0,0,275,24
2590,66,214,4,14,1,1,0,275,24
2335,66,540,8,15,0,0,0,275,24
2044,66,107,2,14,0,0,0,275,24
2195,33,426,8,14,0,0,0,275,24
2244,50,214,4,14,0,0,0,275,24
1575,33,120,4,14,0,0,1,275,24
2494,33,340,4,14,1,0,1,275,24
2844,33,528,16,14,0,0,0,275,24
1975,66,340,4,15,0,0,0,275,24
3515,66,424,16,17,1,0,0,275,24
1890,33,107,2,14,1,1,0,275,24
1844,25,214,4,14,0,0,0,275,24
1695,50,107,2,14,0,0,0,275,24
2427,50,424,8,15,1,1,0,275,24
2144,66,107,2,14,0,0,0,275,24
1894,50,340,4,15,0,0,0,275,24
2420,50,528,8,14,0,0,0,275,24
3399,66,527,8,15,0,0,1,275,24
2395,50,424,4,17,0,0,0,275,24
1795,50,340,4,14,0,0,0,275,24
1699,50,245,4,15,0,0,0,275,24
2170,66,340,4,15,1,0,0,275,24
2120,33,424,4,17,0,0,0,275,24
2690,50,426,8,14,1,1,0,275,24
1735,66,340,4,14,0,0,0,275,24
3895,50,1000,16,14,1,0,0,275,24
1475,33,250,4,14,0,0,0,275,24
2890,50,528,16,15,0,0,0,275,24
2384,33,340,4,14,1,0,1,275,24
1495,33,107,2,14,0,0,0,275,24
2399,50,340,8,17,0,0,0,275,24
2294,66,424,4,14,1,1,0,275,24
2749,50,340,8,15,1,1,0,275,24
